#sequencies, Sigma, #items_per_sequence, #distinct_per_sequence, #occurence_on_sequence, Overall_Accur, #minPredictionRario, splitMethod, splitLength, noiseRatio, DatasetName
5000,74,133.01,26.0638,5.1032466486084145,0.0072,2.0,1,0.5,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36215556,2.0,1,0.5,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1856,2.0,1,0.5,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,2.0,1,0.5,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,2.0,1,0.5,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,2.0,1,0.5,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,2.0,1,0.5,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.552328,2.0,1,0.5,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,2.0,1,0.5,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26518664,2.0,1,0.5,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,2.0,1,0.5,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,2.0,1,0.5,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41870117,2.0,1,0.5,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.2872,2.0,1,0.5,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8722,2.0,1,0.5,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1188,2.0,1,0.5,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3278,2.0,1,0.5,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,2.0,1,0.5,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1514,2.0,1,0.5,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.32168552,2.0,1,0.6,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.2780822,2.0,1,0.6,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.541,2.0,1,0.6,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.0012162984,2.0,1,0.6,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,2.0,1,0.6,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.3629111,2.0,1,0.6,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1842,2.0,1,0.6,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,2.0,1,0.6,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,2.0,1,0.6,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,2.0,1,0.6,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,2.0,1,0.6,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.55459416,2.0,1,0.6,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,2.0,1,0.6,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,2.0,1,0.6,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,2.0,1,0.6,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,2.0,1,0.6,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41845703,2.0,1,0.6,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.2874,2.0,1,0.6,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8722,2.0,1,0.6,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1182,2.0,1,0.6,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.329,2.0,1,0.6,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,2.0,1,0.6,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1516,2.0,1,0.6,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.3225077,2.0,1,0.7,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.27671233,2.0,1,0.7,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5386,2.0,1,0.7,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,6.081492E-4,2.0,1,0.7,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,2.0,1,0.7,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36375555,2.0,1,0.7,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1846,2.0,1,0.7,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,2.0,1,0.7,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,2.0,1,0.7,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,2.0,1,0.7,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,2.0,1,0.7,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.5535641,2.0,1,0.7,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,2.0,1,0.7,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,2.0,1,0.7,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,2.0,1,0.7,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,2.0,1,0.7,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41845703,2.0,1,0.7,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.2876,2.0,1,0.7,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8722,2.0,1,0.7,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1188,2.0,1,0.7,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.33,2.0,1,0.7,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,2.0,1,0.7,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.151,2.0,1,0.7,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.32024667,2.0,1,0.8,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.27534246,2.0,1,0.8,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5416,2.0,1,0.8,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.0012162984,2.0,1,0.8,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,2.0,1,0.8,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36317778,2.0,1,0.8,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1848,2.0,1,0.8,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,2.0,1,0.8,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,2.0,1,0.8,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,2.0,1,0.8,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,2.0,1,0.8,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.5535641,2.0,1,0.8,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,2.0,1,0.8,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,2.0,1,0.8,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,2.0,1,0.8,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,2.0,1,0.8,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41918945,2.0,1,0.8,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.2876,2.0,1,0.8,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8706,2.0,1,0.8,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1186,2.0,1,0.8,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3264,2.0,1,0.8,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,2.0,1,0.8,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1508,2.0,1,0.8,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.31819117,2.0,1,0.9,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.27945206,2.0,1,0.9,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.54,2.0,1,0.9,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.0016217312,2.0,1,0.9,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,2.0,1,0.9,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.3626,2.0,1,0.9,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.186,2.0,1,0.9,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,2.0,1,0.9,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,2.0,1,0.9,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,2.0,1,0.9,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,2.0,1,0.9,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.5543881,2.0,1,0.9,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,2.0,1,0.9,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,2.0,1,0.9,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,2.0,1,0.9,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,2.0,1,0.9,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41870117,2.0,1,0.9,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.2868,2.0,1,0.9,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8708,2.0,1,0.9,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1186,2.0,1,0.9,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.328,2.0,1,0.9,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,2.0,1,0.9,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1502,2.0,1,0.9,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.31798562,3.0,1,0.1,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.27534246,3.0,1,0.1,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5394,3.0,1,0.1,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.001013582,3.0,1,0.1,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,3.0,1,0.1,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36315554,3.0,1,0.1,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1872,3.0,1,0.1,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,3.0,1,0.1,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,3.0,1,0.1,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,3.0,1,0.1,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,3.0,1,0.1,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.553152,3.0,1,0.1,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,3.0,1,0.1,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,3.0,1,0.1,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,3.0,1,0.1,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,3.0,1,0.1,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41870117,3.0,1,0.1,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.2866,3.0,1,0.1,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8728,3.0,1,0.1,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1186,3.0,1,0.1,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3326,3.0,1,0.1,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,3.0,1,0.1,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1494,3.0,1,0.1,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.31798562,3.0,1,0.2,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.2780822,3.0,1,0.2,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5402,3.0,1,0.2,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,8.108656E-4,3.0,1,0.2,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,3.0,1,0.2,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.3629111,3.0,1,0.2,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1848,3.0,1,0.2,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,3.0,1,0.2,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,3.0,1,0.2,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,3.0,1,0.2,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,3.0,1,0.2,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.553152,3.0,1,0.2,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,3.0,1,0.2,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,3.0,1,0.2,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,3.0,1,0.2,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,3.0,1,0.2,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.4189453,3.0,1,0.2,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.2872,3.0,1,0.2,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.874,3.0,1,0.2,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1186,3.0,1,0.2,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3282,3.0,1,0.2,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,3.0,1,0.2,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1516,3.0,1,0.2,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.31634122,3.0,1,0.3,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.27534246,3.0,1,0.3,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5392,3.0,1,0.3,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.001013582,3.0,1,0.3,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,3.0,1,0.3,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36366665,3.0,1,0.3,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1866,3.0,1,0.3,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,3.0,1,0.3,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,3.0,1,0.3,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,3.0,1,0.3,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,3.0,1,0.3,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.55459416,3.0,1,0.3,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,3.0,1,0.3,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,3.0,1,0.3,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,3.0,1,0.3,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,3.0,1,0.3,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.4189453,3.0,1,0.3,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.2876,3.0,1,0.3,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8732,3.0,1,0.3,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1186,3.0,1,0.3,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3298,3.0,1,0.3,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,3.0,1,0.3,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1498,3.0,1,0.3,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.31983557,3.0,1,0.4,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.27260274,3.0,1,0.4,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5412,3.0,1,0.4,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.001013582,3.0,1,0.4,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,3.0,1,0.4,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.3629111,3.0,1,0.4,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1838,3.0,1,0.4,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,3.0,1,0.4,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,3.0,1,0.4,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,3.0,1,0.4,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,3.0,1,0.4,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.5539761,3.0,1,0.4,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,3.0,1,0.4,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,3.0,1,0.4,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,3.0,1,0.4,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,3.0,1,0.4,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41845703,3.0,1,0.4,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.2872,3.0,1,0.4,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8718,3.0,1,0.4,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1188,3.0,1,0.4,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.328,3.0,1,0.4,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,3.0,1,0.4,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1502,3.0,1,0.4,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.3188078,3.0,1,0.5,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.2739726,3.0,1,0.5,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5398,3.0,1,0.5,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.0012162984,3.0,1,0.5,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,3.0,1,0.5,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36211112,3.0,1,0.5,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1844,3.0,1,0.5,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,3.0,1,0.5,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,3.0,1,0.5,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,3.0,1,0.5,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,3.0,1,0.5,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.55459416,3.0,1,0.5,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,3.0,1,0.5,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,3.0,1,0.5,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,3.0,1,0.5,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,3.0,1,0.5,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.4189453,3.0,1,0.5,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.2878,3.0,1,0.5,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8724,3.0,1,0.5,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1186,3.0,1,0.5,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3294,3.0,1,0.5,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,3.0,1,0.5,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1516,3.0,1,0.5,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.32189107,3.0,1,0.6,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.2780822,3.0,1,0.6,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5404,3.0,1,0.6,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,0.001013582,3.0,1,0.6,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,3.0,1,0.6,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36182222,3.0,1,0.6,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1812,3.0,1,0.6,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,3.0,1,0.6,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,3.0,1,0.6,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,3.0,1,0.6,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,3.0,1,0.6,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.5535641,3.0,1,0.6,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,3.0,1,0.6,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,3.0,1,0.6,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,3.0,1,0.6,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,3.0,1,0.6,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41870117,3.0,1,0.6,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.2868,3.0,1,0.6,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8746,3.0,1,0.6,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1192,3.0,1,0.6,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3274,3.0,1,0.6,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,3.0,1,0.6,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1514,3.0,1,0.6,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.31983557,3.0,1,0.7,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.27671233,3.0,1,0.7,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5394,3.0,1,0.7,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,8.108656E-4,3.0,1,0.7,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,3.0,1,0.7,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36324444,3.0,1,0.7,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1832,3.0,1,0.7,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,3.0,1,0.7,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,3.0,1,0.7,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,3.0,1,0.7,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,3.0,1,0.7,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.553152,3.0,1,0.7,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,3.0,1,0.7,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,3.0,1,0.7,0.1,SPICE6
5000,20,59.1826,16.5418,3.57776058228246,0.5492,3.0,1,0.7,0.1,SPICE7
5000,43,31.6762,12.3186,2.571412335817382,0.3826,3.0,1,0.7,0.1,SPICE8
4096,11,30.523682,6.3515625,4.805696494464945,0.41870117,3.0,1,0.7,0.1,SPICE9
5000,20,35.5188,15.8502,2.2409054775334063,0.287,3.0,1,0.7,0.1,SPICE10
5000,2546,12.0796,10.8556,1.112752864880799,0.8744,3.0,1,0.7,0.1,SPICE11
5000,21,33.0404,14.0284,2.355250776995238,0.1184,3.0,1,0.7,0.1,SPICE12
5000,400,8.2306,7.193,1.1442513554844989,0.3274,3.0,1,0.7,0.1,SPICE13
5000,27,42.1762,12.7918,3.2971278475273222,0.303,3.0,1,0.7,0.1,SPICE14
5000,32,41.522,17.4818,2.375155876397167,0.1512,3.0,1,0.7,0.1,SPICE15
4865,494,11.227955,11.227955,1.0,0.31983557,3.0,1,0.8,0.1,BMS
730,267,93.00411,51.994522,1.78872905469491,0.27945206,3.0,1,0.8,0.1,SIGN
5000,17,10.7638,4.7462,2.267877459862627,0.5386,3.0,1,0.8,0.1,MSNBC
4933,5422,20.6045,16.704845,1.233444572538074,8.108656E-4,3.0,1,0.8,0.1,BIBLE_WORD
5000,74,133.01,26.0638,5.1032466486084145,0.0072,3.0,1,0.8,0.1,BIBLE_CHAR
45000,22422,28.425312,28.4252,1.0000039088946115,0.36308888,3.0,1,0.8,0.1,KOSARAK
5000,2612,40.1966,38.6178,1.0408827017592923,0.1836,3.0,1,0.8,0.1,FIFA
5000,4,11.6854,3.544,3.297234762979684,0.6776,3.0,1,0.8,0.1,SPICE0
5000,20,41.7752,14.2164,2.9385217073239356,0.2688,3.0,1,0.8,0.1,SPICE1
5000,10,42.1658,8.989,4.690822115919457,0.365,3.0,1,0.8,0.1,SPICE2
5000,10,42.6778,8.9474,4.769854929923777,0.2716,3.0,1,0.8,0.1,SPICE3
4854,31,8.174702,6.8127317,1.1999153285554447,0.552534,3.0,1,0.8,0.1,SPICE4
5000,48,119.9794,22.7796,5.2669669353281,1.0,3.0,1,0.8,0.1,SPICE5
4099,24,29.740181,11.156136,2.6658138161779177,0.26494268,3.0,1,0.8,0.1,SPICE6
